classifier,dataset,acc_mean,acc_std,train_time_in_sec_mean,train_time_in_sec_std,test_time_in_sec_mean,test_time_in_sec_std
SASTE-Ridge,SmoothSubspace,0.9173333333333333,0.01554920505292079,3.3567153930664064,1.5960171985224905,0.3569179534912109,0.014546395153606343
SASTE-Ridge,ItalyPowerDemand,0.9578231292517007,0.0031699720952964336,0.14571189880371094,0.025981929766104705,7.076635503768921,0.143883876541541
SASTE-Ridge,Chinatown,0.9690962099125364,0.007952292534685624,0.06880364418029786,0.021897161326508745,2.4127277374267577,0.01981947820778075
SASTE-Ridge,MelbournePedestrian,0.8660106601066012,0.0016276698024829269,10.75249695777893,1.835567339255195,84.87313709259033,1.1555469612140101
SASTE-Ridge,Crop,0.7398809523809524,0.0008392646062864211,817.1992010116577,6.750818962264708,10112.41253013611,33.811383261340715
SASTE-Ridge,SyntheticControl,0.9653333333333334,0.005416025603090662,12.964111042022704,1.944761795201536,95.5133056640625,1.0230339242263267
SASTE-Ridge,SonyAIBORobotSurface2,0.9095487932843651,0.008688453953613605,2.504787540435791,2.500170112108068,125.36306886672973,0.935189209255682
SASTE-Ridge,SonyAIBORobotSurface1,0.8362728785357737,0.02513746085593513,3.1349961280822756,2.107050262557492,97.12889585494995,1.8038929950204405
SASTE-Ridge,DistalPhalanxOutlineAgeGroup,0.7827338129496403,0.008389858841504012,14.680380916595459,1.5004011614301487,47.7789794921875,0.5433506116048739
SASTE-Ridge,DistalPhalanxOutlineCorrect,0.7188405797101449,0.00672001340253312,14.67215337753296,1.523837230756786,63.01738896369934,0.30483977902208137
SASTE-Ridge,DistalPhalanxTW,0.6820143884892086,0.007048891346138666,31.115586376190187,0.9673650777590523,94.75192942619324,0.6433597253472919
SASTE-Ridge,MiddlePhalanxOutlineAgeGroup,0.625974025974026,0.009718590614997254,14.741297388076783,1.4067743104000074,52.912882804870605,0.4309621121494486
SASTE-Ridge,MiddlePhalanxOutlineCorrect,0.8281786941580757,0.011704045612320553,13.95522346496582,0.17832232317171898,65.95217890739441,0.26593485362631164
SASTE-Ridge,MiddlePhalanxTW,0.5662337662337662,0.012591376253029429,31.071024322509764,1.0092765886160677,104.91923418045045,0.5344566889383995
SASTE-Ridge,PhalangesOutlinesCorrect,0.7524475524475525,0.0067799718285542895,44.51862568855286,0.154047736739764,194.40845594406127,2.711374818697011
SASTE-Ridge,ProximalPhalanxOutlineAgeGroup,0.862439024390244,0.0036503974505111654,15.294308185577393,1.415579645163426,69.50307669639588,0.7524740986249616
SASTE-Ridge,ProximalPhalanxOutlineCorrect,0.8666666666666668,0.006663477467238953,13.800589609146119,0.09645869748561203,65.69781446456909,0.5022222388239208
SASTE-Ridge,ProximalPhalanxTW,0.8,0.004363059468292276,31.777800846099854,0.8110085069785603,139.07834615707398,2.169460964112836
SASTE-Ridge,TwoLeadECG,0.9978928884986831,0.0018078367236149062,4.9760657787323,0.03993988045068047,272.62085671424865,1.020125468997048
SASTE-Ridge,MoteStrain,0.8856230031948881,0.019456055843712537,5.391624593734742,0.12864025616692912,320.76254205703736,1.7641650057689906
SASTE-Ridge,ECG200,0.85,0.010954451150103331,5.14399938583374,1.7829602656766756,35.78604135513306,0.09353105236211885
SASTE-Ridge,ElectricDevices,0.6496433666191156,0.0025579168638960393,1173.7859799385071,25.06371135512121,9657.325627088547,68.32223463582802
SASTE-Ridge,MedicalImages,0.6747368421052631,0.004951286242691257,77.458851146698,0.6062351826995768,1467.881741809845,9.23430930804407
SASTE-Ridge,CBF,0.9913333333333334,0.0022662308949301063,8.12008318901062,0.14390818847601303,959.1715297698975,8.049919368087037
SASTE-Ridge,SwedishLeaf,0.9148799999999999,0.0070400000000000055,268.520833158493,2.512853105396556,3337.208439207077,30.630214874209443
SASTE-Ridge,TwoPatterns,0.93315,0.0031606961258558164,146.5215331554413,0.8900401220664393,5658.236161661148,13.432932668388784
SASTE-Ridge,BME,0.9813333333333334,0.007774602526460371,7.899681949615479,0.12218185429596025,158.51718559265137,0.9609003455704018
SASTE-Ridge,FaceAll,0.7950295857988166,0.002864785428854473,295.43029170036317,2.4742750073281643,8862.745331287384,31.73555861035812
SASTE-Ridge,FacesUCR,0.8917073170731709,0.0017452237873169106,87.62448163032532,0.37655305798567,7362.413879299163,30.395687472595363
SASTE-Ridge,ECGFiveDays,0.8936120789779327,0.031846342562813254,6.672614622116089,0.23747553771255517,480.6912722110748,3.030834260446103
SASTE-Ridge,ECG5000,0.9352888888888888,0.0006028737762778012,91.02183818817139,0.6421655740630601,6678.993281269073,29.716216808606855
SASTE-Ridge,Plane,1.0,0.0,31.14116449356079,0.6823405378458022,233.21050567626952,3.563437692153503
SASTE-Ridge,PowerCons,0.8155555555555555,0.041928805031362704,16.355740451812743,1.4800552977765702,113.71400008201599,1.25277584026276
SASTE-Ridge,GunPoint,0.952,0.016,6.12537989616394,1.976976241472167,102.2442262172699,1.3428748055467938
SASTE-Ridge,GunPointAgeSpan,0.9563291139240505,0.01121521844725906,14.702744817733764,1.3197664565337737,216.87274436950685,1.6902528409253967
SASTE-Ridge,GunPointMaleVersusFemale,0.9658227848101266,0.011035187198837159,15.212995338439942,0.4900136506239692,219.57500185966492,1.4471888329280878
SASTE-Ridge,GunPointOldVersusYoung,0.9390476190476191,0.006779097302876999,15.426945972442628,0.39814437168213335,216.7272071838379,2.0177091973463384
SASTE-Ridge,UMD,0.8847222222222222,0.01559023911155807,8.898455238342285,0.46524515080664297,148.04259676933287,1.99424204804909
