series_length,SAST,SASTE,SASTE-fixed,STC
32,4.01461935043335,7.443803787231445,5.578339576721191,925.0339157581329
64,13.670716762542725,27.08617639541626,8.662243604660034,6016.988758563995
128,113.77290296554565,187.6514949798584,29.776578426361084,33118.37974500656
256,892.5436358451843,1583.4142670631409,113.85940337181091,100585.1536436081
